"assoc_ID","rsID","risk_allele_dir","phecode","phecode_string","category_string","ancestry","cohort","cases","controls","odds_ratio","P","L95","U95","powered","rep","Power","CI_overlap","rOR","rL95","rU95","Study_accession","cat_LOG10_P","cat_OR","cat_L95","cat_U95","RAF","pub_count","first_pub_date","cohort_match"
211732,"rs11598047","alt","427.21","Atrial fibrillation","circulatory system","EUR","BioVU_EUR",7600,34487,1.16690591204435,1.37746180531813e-08,1.10633986025513,1.23078762366027,1,1,0.999978511899596,"overlap",1.16690591204435,1.10633986025513,1.23078762366027,"GCST006414",65.0457574905607,1.17,1.15,1.19,0.176100015640259,3,2017-04-17,0
39924,"rs9419958","ref","172.21","Basal cell carcinoma","neoplasms","EUR","BioVU_EUR",1643,50490,0.942110861176608,0.247563498348452,0.851537262051614,1.04231830396769,0,0,0.158990263454872,"overlap",1.06144620682018,0.95939982651499,1.17434673098238,"GCST008871",9.30102999566398,1.08,1.05,1.1,0.136099994182587,1,2019-06-07,0
62686,"rs9419958","ref","218.1","Uterine leiomyoma","neoplasms","EUR","BioVU_EUR",786,29908,0.976779880814931,0.749828890512978,0.845435008563562,1.12853019558049,0,0,0.182978883710688,"overlap",1.02377211042236,0.88610832383233,1.18282303177751,"GCST009158",16,1.1,1.08,1.13,0.136099994182587,1,2019-10-24,0
164668,"rs9420907","ref","172.1","Melanomas of skin, dx or hx","neoplasms","EUR","BioVU_EUR",1673,50490,0.884366511551058,0.013210889004817,0.802457201889279,0.97463655994566,1,1,0.849964240981467,"overlap",1.13075290271466,1.02602348516021,1.24617237859618,"GCST90027057",8.04575749056067,1.22477,1.16,1.29,0.136399999260902,1,2021-07-21,0
9728,"rs7902587","alt","193","Thyroid cancer","neoplasms","EUR","BioVU_EUR",690,60333,1.26943506118486,0.00466264263091431,1.0760678269659,1.49755000027195,0,1,0.793676480789305,"overlap",1.26943506118486,1.0760678269659,1.49755000027195,"GCST004144",10.301029995664,1.41,1.27,1.56,0.100499987602234,1,2017-02-14,0
215601,"rs1021363","ref","296.22","Major depressive disorder","psychiatric","EUR","BioVU_EUR",6883,29264,1.00143178481594,0.942375402267973,0.963325754441926,1.04104516568294,0,0,0.147245220191542,"overlap",0.998570262260846,0.960573117251821,1.03807045061234,"GCST007342",22.397940008672,1.023,1.018,1.027,0.35589998960495,1,2019-02-04,0
213334,"rs17125651","alt","317.1","Alcoholism","psychiatric","EUR","BioVU_EUR",1390,40600,0.921030867029247,0.1647947655551,0.820101126037829,1.03438201837259,0,0,0.13276094357057,"PGRM_greater",0.921030867029247,0.820101126037829,1.03438201837259,"GCST008259",8.09691001300806,1.074,1.05,1.1,0.120999991893768,1,2019-04-02,0
223791,"rs12255141","alt","153","Colorectal cancer","neoplasms","EUR","BioVU_EUR",2232,48577,1.00063614608993,0.990417969223232,0.901991584046209,1.11006877954464,0,0,0.273421989945745,"overlap",1.00063614608993,0.901991584046209,1.11006877954464,"GCST007992",8.52287874528034,1.11,1.07,1.15,0.101400017738342,1,2019-05-14,0
65200,"rs184509201","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.866413674427233,0.0317827249552347,0.760114769757876,0.987578040976122,0,1,0.767667969975533,"overlap",1.15418307618595,1.01257820497062,1.31559080258174,"GCST009379",13,1.21,1.15,1.27,0.977299988269806,1,2018-10-08,0
279889,"rs7901695","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.22011712293007,2.76112813120507e-33,1.18117435981657,1.26034381062787,1,1,1,"PGRM_greater",1.22011712293007,1.18117435981657,1.26034381062787,"GCST000025",48,1.37,1.31,1.43,0.292800009250641,1,2007-04-26,0
80715,"rs4506565","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.22283259164866,3.5514505061069e-34,1.18391016230513,1.26303464131664,1,1,1,"overlap",1.22283259164866,1.18391016230513,1.26303464131664,"GCST000047",11.301029995664,1.36,1.2,1.54,0.295000016689301,1,2007-06-07,0
65202,"rs7903146","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.25207115379296,7.40059789462954e-41,1.21152727631805,1.29397183604876,1,1,1,"PGRM_greater",1.25207115379296,1.21152727631805,1.29397183604876,"GCST009379",446.221848749616,1.37,1.35,1.39,0.269299983978271,11,2007-02-11,0
16026,"rs7904519","alt","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,0.997558116087752,0.929870876527504,0.944694880594677,1.053379472477,0,0,0.065207291145339,"overlap",0.997558116087752,0.944694880594677,1.053379472477,"GCST004988",12.698970004336,1.03,1.01,1.05,0.469099998474121,3,2013-04-01,0
8576,"rs56299331","alt","367.1","Myopia","sense organs","EUR","BioVU_EUR",1787,56382,0.992867095796181,0.866390359594777,0.913428088216174,1.07921475443116,0,0,0.262819900994537,"overlap",0.992867095796181,0.913428088216174,1.07921475443116,"GCST003997",16,1.078,1.059,1.098,0.184599995613098,1,2016-05-16,0
65204,"rs34855922","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.996022899193601,0.821018371378432,0.962223156760337,1.03100991568126,0,0,0.648154469761684,"PGRM_greater",1.00399298129553,0.969922776483901,1.03925996061751,"GCST009379",11.2218487496164,1.05,1.04,1.07,0.715300023555756,1,2018-10-08,0
3089,"rs188789342","alt","332","Parkinson's disease","neurological","EUR","BioVU_EUR",679,46106,0.936312482370589,0.758244729803116,0.615786977884041,1.42367587514665,0,0,0.299678770527118,"overlap",0.936312482370589,0.615786977884041,1.42367587514665,"GCST003984",10.5228787452803,1.488,1.331,1.663,0.0163999795913696,1,2016-05-16,0
68011,"rs17617337","ref","428","Congestive heart failure; nonhypertensive","circulatory system","EUR","BioVU_EUR",8063,47209,0.948507025615886,0.0182314835402037,0.907778761216355,0.991062598156857,0,1,0.456933094041557,"overlap",1.05428844804885,1.00901799932695,1.10158999386599,"GCST009541",8.39794000867204,1.06,1.04,1.08,0.793900012969971,1,2020-01-09,0
42302,"rs117896735","alt","332","Parkinson's disease","neurological","EUR","BioVU_EUR",679,46106,0.970129726002293,0.90269927928774,0.596600449029249,1.57752426570357,0,0,0.468505590169394,"overlap",0.970129726002293,0.596600449029249,1.57752426570357,"GCST004902",18.698970004336,1.65,1.48,1.85,0.0139999985694885,2,2014-07-27,0
66247,"rs11257655","alt","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,1.12571082608311,5.19823301792852e-10,1.08443528682308,1.16855738591199,1,1,0.984327206383376,"overlap",1.12571082608311,1.08443528682308,1.16855738591199,"GCST009379",31.698970004336,1.09,1.08,1.11,0.199299991130829,1,2018-10-08,0
11879,"rs11199914","ref","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,0.979003894383073,0.479372018405462,0.923098506235335,1.03829506682451,0,0,0.103395281783876,"overlap",1.02144639642129,0.963117356473983,1.08330800369106,"GCST004988",11.1549019599857,1.041667,1.02,1.06,0.679700016975403,3,2013-04-01,0
192238,"rs2981579","ref","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,0.810739733708182,4.95583053264624e-14,0.767669240442763,0.856226720031285,1,1,0.999999996706671,"overlap",1.23344145898237,1.16791496528333,1.30264435165233,"GCST001937",169.698970004336,1.27,1.24,1.29,0.398099988698959,3,2010-05-09,0
162966,"rs2981575","ref","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,0.818773809918676,7.6804434311155e-13,0.775203940034868,0.864792498060048,1,1,0.999999999347699,"overlap",1.22133852827965,1.15634675629502,1.28998312360876,"GCST90027052",66,1.28222,1.25,1.31,0.388300001621246,1,2021-07-21,0
283537,"rs1219648","alt","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,1.21970773194045,1.14451417530614e-12,1.15474109440552,1.28832944333831,1,1,0.999999999321857,"overlap",1.21970773194045,1.15474109440552,1.28832944333831,"GCST000952",30,1.31,1.25,1.37,0.386099994182587,3,2007-05-27,0
40596,"rs2292626","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.995899064328848,0.792785676950841,0.965828200788982,1.02690617805616,1,0,0.8989649902249,"PGRM_greater",1.00411782259673,0.973798796198606,1.03538082568215,"GCST004773",12.698970004336,1.07,1.05,1.09,0.489800006151199,1,2017-05-31,0
65205,"rs2280141","ref","250.2","Type 2 diabetes","endocrine","EUR","BioVU_EUR",11263,40224,0.994973848002367,0.747175583365763,0.96495426704151,1.02592733357596,0,0,0.50017507687278,"overlap",1.00505154181462,0.974727904474883,1.03631854291493,"GCST009379",13,1.05,1.03,1.06,0.489399999380112,1,2018-10-08,0
29461,"rs2223089","ref","340","Migraine","neurological","EUR","BioVU_EUR",3385,47361,0.847541812892256,0.000596080518922977,0.77117271705443,0.931473726591902,0,1,0.166207582843236,"overlap",1.17988279137224,1.07356758591445,1.29672637255581,"GCST003720",7.52287874528034,1.075269,1.05,1.1,0.928900003433228,1,2016-06-20,0
193379,"rs10490924","alt","362.21","Macular degeneration, dry","sense organs","EUR","BioVU_EUR",426,54945,1.66745389164523,2.095003005127e-11,1.43578253600132,1.93650668610742,1,1,1,"PGRM_greater",1.66745389164523,1.43578253600132,1.93650668610742,"GCST001578",46.1549019599857,2.52,2.24,2.83,0.237200021743774,1,2012-06-15,0
193373,"rs10490924","alt","362.22","Macular degeneration, wet","sense organs","EUR","BioVU_EUR",194,54945,2.1938422768617,2.58582278993997e-13,1.77736167542826,2.70791477181257,1,1,1,"PGRM_greater",2.1938422768617,1.77736167542826,2.70791477181257,"GCST001579",137.698970004336,3.67,3.33,4.05,0.237200021743774,1,2012-06-15,0
83110,"rs10490924","alt","362.29","Macular degeneration (senile) of retina NOS","sense organs","EUR","BioVU_EUR",435,54945,1.70479768228829,1.44839915669944e-12,1.47072897417247,1.97611877414112,1,1,1,"PGRM_greater",1.70479768228829,1.47072897417247,1.97611877414112,"GCST001884",539.397940008672,2.76,2.72,2.8,0.237200021743774,3,2012-06-13,0
21687,"rs3793917","alt","362.29","Macular degeneration (senile) of retina NOS","sense organs","EUR","BioVU_EUR",435,54945,1.69118806658171,3.31614381168858e-12,1.4586988702684,1.96073167316714,1,1,1,"PGRM_greater",1.69118806658171,1.4586988702684,1.96073167316714,"GCST000652",59.397940008672,3.4,2.94,3.94,0.237299978733063,2,2010-04-12,0
102068,"rs111456533","ref","555","Inflammatory bowel disease","digestive","EUR","BioVU_EUR",2440,31734,0.957734840472131,0.290727796418263,0.884002276941683,1.03761726477396,0,0,0.46524499153242,"overlap",1.04413033518446,0.963746492997922,1.13121880574745,"GCST004131",9,1.11,1.08,1.14,0.839600026607513,1,2017-01-09,0
78489,"rs4962416","alt","185","Cancer of prostate","neoplasms","EUR","BioVU_EUR",2035,18717,1.10138453541047,0.0120718185639515,1.02138837841273,1.18764607124907,0,1,0.184791538459099,"overlap",1.10138453541047,1.02138837841273,1.18764607124907,"GCST006085",10.698970004336,1.06,1.04,1.08,0.268400013446808,1,2018-06-11,0
218625,"rs2008387","alt","305.21","Anorexia nervosa","psychiatric","EUR","BioVU_EUR",115,29264,1.13719467955862,0.358478227351518,0.864291598576777,1.49626785837784,0,0,0.0701683584824371,"overlap",1.13719467955862,0.864291598576777,1.49626785837784,"GCST008465",7.69897000433602,1.08,1.06,1.1,0.357100009918213,1,2019-07-15,0
101018,"rs61861422","alt","575.1","Cholangitis","digestive","EUR","BioVU_EUR",324,55677,1.25268664889244,0.0382291597295953,1.01229679817995,1.55016181334835,0,1,0.216981996797799,"overlap",1.25268664889244,1.01229679817995,1.55016181334835,"GCST004030",8,1.23,1.15,1.32,0.120599985122681,1,2016-12-19,0
119743,"rs74375025","alt","269","Proteinuria","metabolic/heme","EUR","BioVU_EUR",1571,58235,0.996640548062863,0.954739982605838,0.887298364783986,1.11945701859246,0,0,0.321224062493875,"overlap",0.996640548062863,0.887298364783986,1.11945701859246,"GCST008610",14.5228787452803,1.123,1.09,1.15,0.105400025844574,1,2019-04-01,0
205597,"rs7893279","ref","295.1","Schizophrenia","psychiatric","EUR","BioVU_EUR",299,29264,1.03328953363014,0.800745330240954,0.801264619485843,1.33250268930471,0,0,0.0982983402794649,"overlap",0.967782956715735,0.750467528528436,1.24802715068298,"GCST006803",12.301029995664,1.118,1.09,1.15,0.886500000953674,2,2018-02-26,0
210834,"rs4445544","ref","295.1","Schizophrenia","psychiatric","EUR","BioVU_EUR",299,29264,1.01731938935547,0.858094333916502,0.842775951042059,1.2280117137644,0,0,0.0799203743268286,"overlap",0.982975465191475,0.814324479800406,1.18655497794347,"GCST007201",7.52287874528034,1.074,1.05,1.1,0.743300020694733,1,2018-10-03,0
204831,"rs11012737","alt","574.1","Cholelithiasis","digestive","EUR","BioVU_EUR",2095,55677,1.09030355071831,0.0101579444621926,1.0207445788886,1.16460264134178,0,1,0.301710914671299,"overlap",1.09030355071831,1.0207445788886,1.16460264134178,"GCST007209",11.397940008672,1.07,1.05,1.1,0.308200001716614,1,2018-11-30,0
16039,"rs7072776","ref","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,0.953914303172451,0.123111703698688,0.898384023419694,1.01287698141965,0,0,0.163908713333959,"overlap",1.0483121981443,0.987286727158513,1.11310973251005,"GCST004988",18.698970004336,1.05,1.03,1.07,0.281599998474121,3,2013-04-01,0
16546,"rs11814448","alt","174.11","Malignant neoplasm of female breast","neoplasms","EUR","BioVU_EUR",2976,25895,1.25342378012846,0.0118088936982115,1.05131873447564,1.49438140981586,0,1,0.0971096036751152,"overlap",1.25342378012846,1.05131873447564,1.49438140981586,"GCST004988",17.2218487496164,1.12,1.06,1.19,0.0220000147819519,3,2013-04-01,0
236850,"rs6482359","ref","455","Hemorrhoids","circulatory system","EUR","BioVU_EUR",2335,41750,0.942664530430642,0.0572940202244475,0.886992215402408,1.00183113391686,0,0,0.0988907238566092,"overlap",1.06082277174804,0.998172213005898,1.12740561037091,"GCST90014033",10.5228787452803,1.03,1.02,1.04,0.398099988698959,1,2021-04-22,0
135505,"rs7077800","ref","562.2","Diverticulitis","digestive","EUR","BioVU_EUR",854,31734,0.827621587417153,0.00015651068910896,0.7502958669123,0.912916520222483,0,1,0.220231988948391,"overlap",1.20828167752464,1.09539040848586,1.3328075551253,"GCST008105",21.698970004336,1.075269,1.06,1.1,0.52209997177124,1,2019-01-19,0
101930,"rs7911117","ref","555.2","Ulcerative colitis","digestive","EUR","BioVU_EUR",1156,31734,1.02455726214553,0.689905528048367,0.90944841155522,1.1542354355428,0,0,0.340771056897708,"PGRM_greater",0.976031342460933,0.866374371472777,1.09956759206378,"GCST004133",7.69897000433602,1.14,1.1,1.19,0.855599999427795,1,2017-01-09,0
79870,"rs3739998","alt","411.4","Coronary atherosclerosis","circulatory system","EUR","BioVU_EUR",11709,43081,1.03362808397049,0.0513623212327356,0.999804400312141,1.06859603302301,1,0,0.999999815523629,"PGRM_greater",1.03362808397049,0.999804400312141,1.06859603302301,"GCST000875",11,1.15,1.11,1.2,0.441999971866608,1,2010-11-18,0
121381,"rs2505083","alt","411.2","Myocardial infarction","circulatory system","EUR","BioVU_EUR",4804,43081,0.998536619525123,0.949864270642159,0.95397929327941,1.04517507618546,0,0,0.276953919300835,"overlap",0.998536619525123,0.95397929327941,1.04517507618546,"GCST011365",9.15490195998574,1.05,1.03,1.06,0.444999992847443,1,2021-02-03,0
21888,"rs1042058","alt","555","Inflammatory bowel disease","digestive","EUR","BioVU_EUR",2440,31734,1.08592076673236,0.00794875407768241,1.02179505064814,1.15407087837487,0,1,0.289262412263294,"overlap",1.08592076673236,1.02179505064814,1.15407087837487,"GCST001725",10.2218487496164,1.075,1.044,1.106,0.619100004434586,1,2012-11-01,0
251990,"rs1042058","alt","555.1","Regional enteritis","digestive","EUR","BioVU_EUR",2028,31734,1.11527237042413,0.00134479761923893,1.04331912163789,1.19218792643115,0,1,0.308034137219604,"overlap",1.11527237042413,1.04331912163789,1.19218792643115,"GCST003044",8.69897000433602,1.077641,1.05,1.1,0.619100004434586,1,2015-07-20,0
61362,"rs10508765","ref","218.1","Uterine leiomyoma","neoplasms","EUR","BioVU_EUR",786,29908,0.896951464681694,0.0982615076197008,0.788458014400667,1.02037383766868,0,0,0.123331165272907,"overlap",1.11488752666776,0.980032967411993,1.26829835163783,"GCST009158",9.69897000433602,1.07,1.05,1.09,0.777999997138977,1,2019-10-24,0
29444,"rs2506142","alt","340","Migraine","neurological","EUR","BioVU_EUR",3385,47361,1.04369491098538,0.194230036788055,0.978433498908359,1.11330925242454,0,0,0.224385476174169,"overlap",1.04369491098538,0.978433498908359,1.11330925242454,"GCST003720",8.69897000433602,1.06,1.04,1.07,0.177699983119965,1,2016-06-20,0
21889,"rs11010067","alt","555","Inflammatory bowel disease","digestive","EUR","BioVU_EUR",2440,31734,1.07868294146264,0.0153729424432588,1.01459144971029,1.14682307694859,0,1,0.716675090049037,"overlap",1.07868294146264,1.01459144971029,1.14682307694859,"GCST001725",24.698970004336,1.115,1.082,1.148,0.341499984264374,2,2012-11-01,0
250868,"rs11010067","alt","555.1","Regional enteritis","digestive","EUR","BioVU_EUR",2028,31734,1.07955502653762,0.025006469438392,1.00965509338513,1.15429423667365,1,1,0.917880518922332,"overlap",1.07955502653762,1.00965509338513,1.15429423667365,"GCST003044",26,1.141585,1.12,1.17,0.341499984264374,1,2015-07-20,0
304112,"rs11010067","alt","555.2","Ulcerative colitis","digestive","EUR","BioVU_EUR",1156,31734,1.05646842509205,0.215285870657773,0.968552103810937,1.15236498772227,0,0,0.195420035069718,"overlap",1.05646842509205,0.968552103810937,1.15236498772227,"GCST003045",7.69897000433602,1.075212,1.05,1.1,0.341499984264374,1,2015-07-20,0
82904,"rs12242110","alt","555.1","Regional enteritis","digestive","EUR","BioVU_EUR",2028,31734,1.08040584810593,0.0268685761972725,1.00889512280692,1.15698527055412,0,1,0.78577133672731,"overlap",1.08040584810593,1.00889512280692,1.15698527055412,"GCST000879",9,1.15,1.1,1.2,0.311200022697449,1,2010-11-21,0
82358,"rs12261843","alt","555.2","Ulcerative colitis","digestive","EUR","BioVU_EUR",1156,31734,1.09607101854883,0.0480699040962252,1.00077926286244,1.20043622233588,0,1,0.0962027123534923,"overlap",1.09607101854883,1.00077926286244,1.20043622233588,"GCST000964",9.15490195998574,1.07,1.03,1.12,0.277999997138977,1,2011-02-06,0
36166,"rs1870634","alt","411.4","Coronary atherosclerosis","circulatory system","EUR","BioVU_EUR",11709,43081,1.06343780951803,0.000663069511712236,1.02644005726691,1.10176913567047,1,1,0.872580851385868,"overlap",1.06343780951803,1.02644005726691,1.10176913567047,"GCST004787",12.2218487496164,1.06,1.05,1.08,0.671700000762939,1,2017-07-17,0
120035,"rs1704221","ref","411.2","Myocardial infarction","circulatory system","EUR","BioVU_EUR",4804,43081,0.915833875143917,0.0246012329885574,0.848242472037141,0.988811235597265,0,1,0.558260379629872,"overlap",1.09190108287145,1.01131536940514,1.17890819307644,"GCST011364",9.39794000867204,1.12,1.08,1.15,0.900499999523163,1,2021-02-03,0
121376,"rs589655","ref","411.2","Myocardial infarction","circulatory system","EUR","BioVU_EUR",4804,43081,0.888113233569005,0.00220376600146802,0.823143932278483,0.958210447420936,0,1,0.567193628998529,"overlap",1.12598254614602,1.0436120819717,1.21485436603046,"GCST011365",16.698970004336,1.1,1.08,1.13,0.898100018501282,1,2021-02-03,0
82650,"rs1746048","ref","411.4","Coronary atherosclerosis","circulatory system","EUR","BioVU_EUR",11709,43081,0.911014852268806,0.000220690538855623,0.867063454846284,0.957194143537616,1,1,0.868126192125386,"overlap",1.09767694512289,1.04472014037213,1.1533181273074,"GCST000998",9.52287874528034,1.09,1.07,1.13,0.867999970912933,1,2011-03-06,0
204823,"rs2291428","alt","574.1","Cholelithiasis","digestive","EUR","BioVU_EUR",2095,55677,1.05444522749435,0.146760224037258,0.981579378987035,1.13272014631463,0,0,0.758203431180284,"overlap",1.05444522749435,0.981579378987035,1.13272014631463,"GCST007209",26.698970004336,1.12,1.1,1.15,0.250199973583221,1,2018-11-30,0
21252,"rs2663052","ref","695.42","Systemic lupus erythematosus","dermatologic","EUR","BioVU_EUR",1001,49803,0.911814708297468,0.0440507108386752,0.833453364588093,0.997543591030426,0,1,0.553493730929085,"overlap",1.09671404826008,1.00246245777293,1.19982717988572,"GCST003155",8.30102999566398,1.16,1.1,1.22,0.547299981117249,1,2015-10-26,0
211978,"rs2663054","alt","695.42","Systemic lupus erythematosus","dermatologic","EUR","BioVU_EUR",1001,49803,1.09106452630667,0.0603468532939371,0.996215559975497,1.19494399444441,1,0,0.816493789573821,"overlap",1.09106452630667,0.996215559975497,1.19494399444441,"GCST007400",8,1.204819,1.14,1.28,0.561899989843369,1,2017-07-17,0
